ID,LengthOfStay
16135,0
16136,0
16137,0
16138,1
16139,0
16140,1
16141,0
16142,0
16143,1
16144,0
16145,0
16146,0
16147,0
16148,0
16149,0
16150,1
16151,1
16152,0
16153,1
16154,0
16155,1
16156,0
16157,0
16158,0
16159,0
16160,1
16161,0
16162,0
16163,0
16164,0
16165,0
16166,1
16167,0
16168,0
16169,0
16170,0
16171,1
16172,0
16173,0
16174,0
16175,0
16176,0
16177,0
16178,1
16179,0
16180,1
16181,0
16182,0
16183,0
16184,0
16185,0
16186,1
16187,1
16188,0
16189,1
16190,1
16191,0
16192,0
16193,1
16194,0
16195,0
16196,0
16197,0
16198,0
16199,0
16200,1
16201,0
16202,1
16203,0
16204,1
16205,1
16206,0
16207,0
16208,0
16209,0
16210,0
16211,0
16212,0
16213,0
16214,0
16215,0
16216,0
16217,0
16218,0
16219,1
16220,0
16221,0
16222,0
16223,0
16224,0
16225,1
16226,0
16227,0
16228,0
16229,0
16230,0
16231,1
16232,0
16233,1
16234,0
16235,0
16236,0
16237,1
16238,0
16239,0
16240,1
16241,1
16242,0
16243,0
16244,0
16245,0
16246,0
16247,1
16248,1
16249,0
16250,0
16251,0
16252,0
16253,0
16254,0
16255,0
16256,0
16257,0
16258,0
16259,1
16260,0
16261,0
16262,1
16263,0
16264,0
16265,0
16266,1
16267,0
16268,0
16269,0
16270,0
16271,0
16272,0
16273,0
16274,1
16275,1
16276,0
16277,0
16278,0
16279,1
16280,1
16281,0
16282,0
16283,1
16284,1
16285,0
16286,0
16287,0
16288,0
16289,0
16290,0
16291,1
16292,0
16293,1
16294,0
16295,0
16296,0
16297,0
16298,0
16299,0
16300,0
16301,0
16302,0
16303,0
16304,1
16305,0
16306,0
16307,0
16308,1
16309,0
16310,0
16311,0
16312,0
16313,0
16314,0
16315,0
16316,0
16317,0
16318,0
16319,0
16320,0
16321,0
16322,0
16323,1
16324,0
16325,0
16326,0
16327,0
16328,0
16329,0
16330,0
16331,0
16332,0
16333,0
16334,0
16335,0
16336,0
16337,0
16338,1
16339,0
16340,0
16341,1
16342,0
16343,1
16344,0
16345,0
16346,0
16347,0
16348,1
16349,0
16350,1
16351,0
16352,0
16353,0
16354,1
16355,0
16356,0
16357,0
16358,0
16359,0
16360,0
16361,0
16362,0
16363,0
16364,0
16365,1
16366,0
16367,1
16368,0
16369,1
16370,0
16371,1
16372,0
16373,0
16374,0
16375,1
16376,0
16377,0
16378,0
16379,0
16380,1
16381,1
16382,0
16383,0
16384,0
16385,1
16386,0
16387,0
16388,1
16389,0
16390,1
16391,0
16392,0
16393,0
16394,0
16395,0
16396,0
16397,1
16398,0
16399,0
16400,0
16401,0
16402,0
16403,0
16404,1
16405,0
16406,1
16407,0
16408,0
16409,1
16410,0
16411,0
16412,1
16413,1
16414,0
16415,0
16416,0
16417,1
16418,0
16419,0
16420,0
16421,1
16422,1
16423,0
16424,0
16425,1
16426,0
16427,0
16428,0
16429,0
16430,1
16431,0
16432,0
16433,1
16434,1
16435,1
16436,0
16437,1
16438,0
16439,0
16440,0
16441,0
16442,0
16443,0
16444,1
16445,0
16446,1
16447,0
16448,1
16449,0
16450,0
16451,0
16452,1
16453,0
16454,0
16455,1
16456,1
16457,0
16458,1
16459,1
16460,0
16461,0
16462,0
16463,0
16464,0
16465,0
16466,0
16467,0
16468,0
16469,0
16470,0
16471,1
16472,0
16473,1
16474,0
16475,1
16476,0
16477,0
16478,0
16479,0
16480,0
16481,0
16482,1
16483,0
16484,0
16485,0
16486,0
16487,0
16488,0
16489,0
16490,0
16491,0
16492,0
16493,0
16494,0
16495,0
16496,0
16497,0
16498,0
16499,0
16500,0
16501,0
16502,0
16503,0
16504,0
16505,1
16506,0
16507,0
16508,0
16509,0
16510,0
16511,0
16512,0
16513,0
16514,0
16515,1
16516,0
16517,0
16518,0
16519,0
16520,0
16521,1
16522,0
16523,0
16524,0
16525,0
16526,1
16527,0
16528,0
16529,0
16530,1
16531,0
16532,0
16533,0
16534,0
16535,0
16536,0
16537,0
16538,0
16539,0
16540,0
16541,0
16542,0
16543,0
16544,0
16545,0
16546,1
16547,1
16548,0
16549,0
16550,0
16551,0
16552,0
16553,0
16554,0
16555,1
16556,1
16557,0
16558,0
16559,1
16560,1
16561,1
16562,0
16563,1
16564,0
16565,0
16566,0
16567,0
16568,1
16569,0
16570,0
16571,0
16572,1
16573,0
16574,0
16575,0
16576,0
16577,0
16578,0
16579,0
16580,0
16581,0
16582,0
16583,0
16584,0
16585,1
16586,0
16587,0
16588,0
16589,0
16590,1
16591,1
16592,0
16593,0
16594,0
16595,1
16596,0
16597,0
16598,0
16599,0
16600,0
16601,1
16602,0
16603,0
16604,0
16605,0
16606,1
16607,1
16608,0
16609,1
16610,1
16611,0
16612,0
16613,0
16614,0
16615,0
16616,0
16617,0
16618,0
16619,0
16620,0
16621,1
16622,1
16623,0
16624,1
16625,0
16626,0
16627,1
16628,1
16629,0
16630,0
16631,0
16632,0
16633,0
16634,0
16635,0
16636,1
16637,0
16638,0
16639,1
16640,1
16641,1
16642,0
16643,0
16644,0
16645,0
16646,0
16647,1
16648,0
16649,0
16650,0
16651,0
16652,1
16653,1
16654,0
16655,1
16656,0
16657,1
16658,0
16659,0
16660,0
16661,0
16662,0
16663,0
16664,1
16665,0
16666,0
16667,0
16668,0
16669,1
16670,0
16671,0
16672,0
16673,0
16674,1
16675,1
16676,0
16677,0
16678,0
16679,0
16680,0
16681,0
16682,0
16683,0
16684,0
16685,0
16686,1
16687,0
16688,0
16689,0
16690,1
16691,0
16692,0
16693,1
16694,0
16695,1
16696,1
16697,1
16698,0
16699,0
16700,0
16701,0
16702,0
16703,0
16704,0
16705,0
16706,0
16707,1
16708,0
16709,0
16710,0
16711,1
16712,0
16713,1
16714,0
16715,0
16716,0
16717,1
16718,0
16719,0
16720,0
16721,1
16722,0
16723,0
16724,0
16725,0
16726,1
16727,0
16728,0
16729,0
16730,0
16731,0
16732,0
16733,0
16734,1
16735,0
16736,0
16737,0
16738,0
16739,0
16740,1
16741,1
16742,0
16743,1
16744,1
16745,0
16746,0
16747,0
16748,0
16749,0
16750,0
16751,1
16752,0
16753,0
16754,0
16755,1
16756,1
16757,0
16758,1
16759,0
16760,0
16761,0
16762,0
16763,0
16764,0
16765,0
16766,0
16767,0
16768,0
16769,0
16770,0
16771,0
16772,1
16773,0
16774,0
16775,1
16776,0
16777,1
16778,0
16779,1
16780,1
16781,1
16782,0
16783,1
16784,0
16785,0
16786,1
16787,0
16788,0
16789,0
16790,0
16791,0
16792,0
16793,0
16794,0
16795,1
16796,0
16797,1
16798,0
16799,1
16800,0
16801,0
16802,0
16803,0
16804,0
16805,0
16806,0
16807,1
16808,0
16809,0
16810,0
16811,1
16812,0
16813,0
16814,1
16815,0
16816,0
16817,0
16818,1
16819,1
16820,0
16821,0
16822,0
16823,0
16824,0
16825,0
16826,0
16827,0
16828,0
16829,1
16830,1
16831,0
16832,0
16833,1
16834,0
16835,0
16836,1
16837,0
16838,0
16839,0
16840,0
16841,1
16842,0
16843,0
16844,0
16845,1
16846,1
16847,0
16848,0
16849,1
16850,0
16851,0
16852,0
16853,0
16854,1
16855,0
16856,0
16857,0
16858,1
16859,0
16860,0
16861,0
16862,0
16863,1
16864,0
16865,0
16866,0
16867,0
16868,1
16869,1
16870,0
16871,0
16872,0
16873,1
16874,1
16875,0
16876,0
16877,1
16878,0
16879,0
16880,0
16881,1
16882,0
16883,0
16884,0
16885,1
16886,0
16887,1
16888,0
16889,1
16890,0
16891,1
16892,0
16893,0
16894,0
16895,0
16896,0
16897,1
16898,0
16899,1
16900,0
16901,1
16902,0
16903,0
16904,0
16905,0
16906,0
16907,1
16908,0
16909,0
16910,1
16911,1
16912,0
16913,1
16914,0
16915,0
16916,0
16917,0
16918,0
16919,0
16920,0
16921,1
16922,0
16923,0
16924,0
16925,0
16926,0
16927,0
16928,0
16929,0
16930,1
16931,0
16932,0
16933,0
16934,0
16935,0
16936,1
16937,0
16938,0
16939,0
16940,0
16941,0
16942,0
16943,0
16944,0
16945,0
16946,0
16947,0
16948,0
16949,0
16950,1
16951,1
16952,0
16953,1
16954,0
16955,1
16956,0
16957,0
16958,1
16959,0
16960,1
16961,0
16962,0
16963,1
16964,0
16965,0
16966,0
16967,0
16968,0
16969,0
16970,0
16971,0
16972,0
16973,0
16974,1
16975,0
16976,0
16977,0
16978,0
16979,0
16980,0
16981,1
16982,0
16983,1
16984,0
16985,1
16986,0
16987,0
16988,0
16989,0
16990,0
16991,0
16992,1
16993,0
16994,0
16995,1
16996,0
16997,0
16998,0
16999,0
17000,0
17001,0
17002,1
17003,0
17004,0
17005,0
17006,1
17007,1
17008,0
17009,0
17010,0
17011,1
17012,0
17013,0
17014,0
17015,0
17016,0
17017,0
17018,0
17019,0
17020,0
17021,0
17022,1
17023,0
17024,0
17025,0
17026,0
17027,1
17028,1
17029,0
17030,0
17031,0
17032,1
17033,0
17034,0
17035,0
17036,0
17037,0
17038,0
17039,0
17040,1
17041,1
17042,1
17043,0
17044,0
17045,0
17046,0
17047,0
17048,0
17049,1
17050,0
17051,0
17052,0
17053,0
17054,0
17055,0
17056,0
17057,1
17058,0
17059,0
17060,0
17061,0
17062,0
17063,1
17064,0
17065,0
17066,0
17067,0
17068,0
17069,1
17070,0
17071,1
17072,1
17073,0
17074,1
17075,0
17076,0
17077,0
17078,1
17079,0
17080,0
17081,1
17082,0
17083,0
17084,1
17085,0
17086,1
17087,0
17088,0
17089,0
17090,0
17091,1
17092,0
17093,0
17094,0
17095,0
17096,0
17097,0
17098,1
17099,0
17100,0
17101,1
17102,0
17103,0
17104,0
17105,0
17106,0
17107,0
17108,0
17109,0
17110,0
17111,0
17112,1
17113,0
17114,1
17115,0
17116,1
17117,0
17118,0
17119,0
17120,1
17121,0
17122,0
17123,0
17124,0
17125,0
17126,0
17127,0
17128,1
17129,1
17130,1
17131,0
17132,0
17133,0
17134,1
17135,1
17136,0
17137,1
17138,0
17139,0
17140,1
17141,0
17142,0
17143,0
17144,0
17145,0
17146,1
17147,0
17148,1
17149,0
17150,0
17151,1
17152,0
17153,0
17154,0
17155,1
17156,0
17157,0
17158,1
17159,1
17160,1
17161,0
17162,0
17163,0
17164,0
17165,1
17166,0
17167,0
17168,0
17169,1
17170,0
17171,1
17172,1
17173,0
17174,0
17175,0
17176,0
17177,0
17178,0
17179,0
17180,1
17181,0
17182,0
17183,0
17184,0
17185,0
17186,0
17187,0
17188,0
17189,0
17190,1
17191,0
17192,1
17193,0
17194,1
17195,0
17196,0
17197,0
17198,0
17199,0
17200,1
17201,0
17202,0
17203,1
17204,0
17205,0
17206,0
17207,0
17208,0
17209,0
17210,1
17211,0
17212,0
17213,0
17214,0
17215,0
17216,1
17217,0
17218,0
17219,0
17220,1
17221,0
17222,0
17223,0
17224,0
17225,0
17226,0
17227,0
17228,0
17229,0
17230,0
17231,0
17232,0
17233,0
17234,0
17235,0
17236,0
17237,0
17238,0
17239,1
17240,0
17241,0
17242,0
17243,0
17244,0
17245,0
17246,0
17247,0
17248,0
17249,1
17250,0
17251,0
17252,1
17253,0
17254,0
17255,0
17256,0
17257,0
17258,0
17259,1
17260,1
17261,0
17262,0
17263,1
17264,0
17265,0
17266,0
17267,0
17268,1
17269,0
17270,0
17271,0
17272,0
17273,0
17274,1
17275,0
17276,0
17277,0
17278,1
17279,1
17280,1
17281,0
17282,0
17283,0
17284,0
17285,1
17286,1
17287,0
17288,1
17289,0
17290,0
17291,1
17292,0
17293,0
17294,0
17295,0
17296,0
17297,0
17298,1
17299,0
17300,1
17301,0
17302,0
17303,0
17304,0
17305,0
17306,0
17307,1
17308,0
17309,0
17310,0
17311,0
17312,1
17313,1
17314,1
17315,0
17316,0
17317,0
17318,0
17319,0
17320,0
17321,0
17322,1
17323,1
17324,0
17325,0
17326,0
17327,0
17328,0
17329,0
17330,1
17331,1
17332,0
17333,0
17334,1
17335,0
17336,1
17337,0
17338,0
17339,0
17340,1
17341,0
17342,0
17343,1
17344,0
17345,0
17346,0
17347,0
17348,1
17349,1
17350,1
17351,0
17352,1
17353,0
17354,0
17355,1
17356,0
17357,0
17358,0
17359,1
17360,0
17361,0
17362,1
17363,0
17364,0
17365,0
17366,0
17367,0
17368,1
17369,0
17370,1
17371,1
17372,0
17373,0
17374,1
17375,0
17376,0
17377,1
17378,0
17379,0
17380,0
17381,0
17382,0
17383,1
17384,0
17385,0
17386,1
17387,0
17388,0
17389,1
17390,0
17391,0
17392,0
17393,1
17394,0
17395,0
17396,0
17397,0
17398,1
17399,1
17400,1
17401,0
17402,0
17403,0
17404,1
17405,0
17406,0
17407,0
17408,0
17409,0
17410,0
17411,0
17412,0
17413,0
17414,0
17415,0
17416,0
17417,1
17418,0
17419,0
17420,0
17421,1
17422,0
17423,0
17424,1
17425,1
17426,0
17427,0
17428,0
17429,0
17430,0
17431,1
17432,0
17433,1
17434,0
17435,0
17436,0
17437,1
17438,1
17439,0
17440,1
17441,0
17442,0
17443,0
17444,0
17445,0
17446,0
17447,0
17448,0
17449,0
17450,0
17451,0
17452,0
17453,0
17454,0
17455,1
17456,1
17457,0
17458,0
17459,0
17460,0
17461,0
17462,0
17463,0
17464,0
17465,0
17466,0
17467,0
17468,0
17469,0
17470,1
17471,0
17472,0
17473,0
17474,1
17475,0
17476,1
17477,0
17478,0
17479,0
17480,0
17481,1
17482,1
17483,1
17484,0
17485,1
17486,0
17487,0
17488,1
17489,1
17490,1
17491,0
17492,1
17493,0
17494,0
17495,1
17496,0
17497,0
17498,0
17499,0
17500,1
17501,0
17502,1
17503,0
17504,0
17505,0
17506,0
17507,1
17508,0
17509,0
17510,0
17511,0
17512,0
17513,0
17514,0
17515,0
17516,0
17517,1
17518,0
17519,1
17520,0
17521,1
17522,0
17523,0
17524,0
17525,0
17526,0
17527,0
17528,0
17529,0
17530,0
17531,1
17532,1
17533,0
17534,0
17535,0
17536,1
17537,0
17538,0
17539,0
17540,1
17541,1
17542,0
17543,0
17544,0
17545,1
17546,0
17547,1
17548,0
17549,0
17550,0
17551,1
17552,0
17553,0
17554,0
17555,0
17556,0
17557,0
17558,0
17559,0
17560,1
17561,0
17562,0
17563,0
17564,1
17565,1
17566,0
17567,0
17568,0
17569,0
17570,1
17571,0
17572,0
17573,0
17574,0
17575,0
17576,0
17577,0
17578,0
17579,0
17580,0
17581,0
17582,0
17583,0
17584,0
17585,0
17586,1
17587,1
17588,0
17589,0
17590,0
17591,0
17592,0
17593,0
17594,0
17595,0
17596,1
17597,0
17598,0
17599,1
17600,1
17601,1
17602,1
17603,0
17604,0
17605,0
17606,0
17607,0
17608,0
17609,1
17610,0
17611,1
17612,0
17613,1
17614,0
17615,1
17616,1
17617,0
17618,0
17619,0
17620,1
17621,0
17622,0
17623,1
17624,0
17625,1
17626,0
17627,0
17628,0
17629,0
17630,1
17631,0
17632,1
17633,0
17634,1
17635,1
17636,0
17637,0
17638,0
17639,0
17640,0
17641,1
17642,0
17643,1
17644,1
17645,0
17646,0
17647,0
17648,1
17649,1
17650,0
17651,0
17652,1
17653,1
17654,0
17655,0
17656,1
17657,0
17658,0
17659,0
17660,0
17661,0
17662,0
17663,0
17664,0
17665,0
17666,0
17667,0
17668,0
17669,0
17670,0
17671,0
17672,1
17673,0
17674,1
17675,0
17676,0
17677,0
17678,1
17679,0
17680,0
17681,1
17682,0
17683,1
17684,0
17685,0
17686,0
17687,0
17688,0
17689,0
17690,0
17691,0
17692,0
17693,0
17694,0
17695,0
17696,1
17697,1
17698,0
17699,0
17700,1
17701,0
17702,0
17703,0
17704,0
17705,0
17706,0
17707,0
17708,1
17709,0
17710,0
17711,0
17712,1
17713,0
17714,0
17715,0
17716,0
17717,0
17718,0
17719,0
17720,0
17721,0
17722,0
17723,0
17724,0
17725,1
17726,0
17727,0
17728,0
17729,0
17730,0
17731,0
17732,0
17733,1
17734,0
17735,0
17736,0
17737,0
17738,0
17739,0
17740,0
17741,0
17742,1
17743,0
17744,1
17745,0
17746,0
17747,1
17748,0
17749,0
17750,1
17751,1
17752,1
17753,0
17754,0
17755,0
17756,0
17757,0
17758,1
17759,0
17760,0
17761,1
17762,0
17763,0
17764,0
17765,0
17766,1
17767,0
17768,0
17769,0
17770,0
17771,0
17772,1
17773,1
17774,0
17775,0
17776,0
17777,1
17778,0
17779,0
17780,0
17781,0
17782,0
17783,0
17784,0
17785,0
17786,0
17787,0
17788,1
17789,0
17790,1
17791,0
17792,0
17793,0
17794,1
17795,0
17796,1
17797,0
17798,0
17799,0
17800,0
17801,1
17802,0
17803,1
17804,1
17805,1
17806,0
17807,0
17808,0
17809,0
17810,1
17811,0
17812,1
17813,0
17814,0
17815,1
17816,1
17817,0
17818,1
17819,0
17820,1
17821,0
17822,0
17823,0
17824,1
17825,0
17826,1
17827,0
17828,1
17829,0
17830,0
17831,0
17832,1
17833,0
17834,0
17835,0
17836,0
17837,0
17838,0
17839,0
17840,0
17841,1
17842,0
17843,0
17844,0
17845,1
17846,1
17847,0
17848,0
17849,0
17850,0
17851,1
17852,0
17853,0
17854,0
17855,0
17856,0
17857,0
17858,1
17859,0
17860,0
17861,0
17862,0
17863,0
17864,0
17865,0
17866,0
17867,0
17868,0
17869,1
17870,1
17871,0
17872,0
17873,0
17874,0
17875,0
17876,0
17877,0
17878,1
17879,0
17880,0
17881,1
17882,0
17883,0
17884,1
17885,1
17886,1
17887,0
17888,0
17889,1
17890,1
17891,0
17892,0
17893,0
17894,0
17895,0
17896,0
17897,1
17898,0
17899,1
17900,1
17901,0
17902,0
17903,0
17904,0
17905,0
17906,1
17907,0
17908,0
17909,0
17910,0
17911,0
17912,0
17913,1
17914,0
17915,1
17916,0
17917,0
17918,0
17919,0
17920,0
17921,0
17922,0
17923,0
17924,1
17925,1
17926,0
17927,0
17928,0
17929,0
17930,0
17931,0
17932,0
17933,0
17934,0
17935,0
17936,0
17937,1
17938,1
17939,0
17940,0
17941,0
17942,0
17943,0
17944,1
17945,0
17946,1
17947,1
17948,0
17949,0
17950,0
17951,0
17952,0
17953,1
17954,0
17955,0
17956,1
17957,0
17958,0
17959,0
17960,0
17961,0
17962,1
17963,0
17964,0
17965,0
17966,0
17967,1
17968,0
17969,0
17970,0
17971,1
17972,0
17973,0
17974,1
17975,0
17976,0
17977,1
17978,0
17979,1
17980,0
17981,0
17982,0
17983,0
17984,0
17985,0
17986,0
17987,0
17988,0
17989,0
17990,0
17991,0
17992,1
17993,1
17994,0
17995,1
17996,1
17997,0
17998,0
17999,0
18000,0
18001,1
18002,0
18003,0
18004,0
18005,1
18006,0
18007,0
18008,1
18009,0
18010,0
18011,1
18012,0
18013,0
18014,0
18015,0
18016,1
18017,0
18018,0
18019,0
18020,0
18021,1
18022,0
18023,0
18024,0
18025,0
18026,0
18027,1
18028,0
18029,0
18030,0
18031,1
18032,0
18033,0
18034,0
18035,0
18036,0
18037,0
18038,0
18039,0
18040,1
18041,1
18042,1
18043,1
18044,0
18045,0
18046,0
18047,0
18048,0
18049,1
18050,1
18051,0
18052,1
18053,0
18054,0
18055,0
18056,0
18057,0
18058,0
18059,0
18060,0
18061,0
18062,1
18063,0
18064,1
18065,0
18066,0
18067,0
18068,0
18069,0
18070,1
18071,0
18072,0
18073,0
18074,0
18075,0
18076,0
18077,0
18078,0
18079,0
18080,0
18081,0
18082,0
18083,0
18084,0
18085,1
18086,0
18087,0
18088,0
18089,0
18090,0
18091,1
18092,0
18093,0
18094,1
18095,1
18096,0
18097,0
18098,0
18099,0
18100,0
18101,1
18102,1
18103,0
18104,0
18105,1
18106,0
18107,0
18108,1
18109,0
18110,0
18111,0
18112,1
18113,1
18114,0
18115,0
18116,0
18117,0
18118,0
18119,0
18120,1
18121,0
18122,0
18123,0
18124,0
18125,0
18126,0
18127,1
18128,0
18129,0
18130,0
18131,0
18132,0
18133,0
18134,0
18135,1
18136,0
18137,1
18138,0
18139,1
18140,0
18141,0
18142,0
18143,1
18144,0
18145,1
18146,1
18147,1
18148,0
18149,0
18150,0
18151,0
18152,0
18153,1
18154,0
18155,0
18156,1
18157,1
18158,0
18159,1
18160,0
18161,0
18162,1
18163,0
18164,0
18165,0
18166,0
18167,1
18168,0
18169,0
18170,0
18171,0
18172,0
18173,1
18174,0
18175,1
18176,1
18177,0
18178,1
18179,0
18180,0
18181,0
18182,1
18183,0
18184,0
18185,0
18186,0
18187,0
18188,0
18189,0
18190,0
18191,1
18192,1
18193,0
18194,0
18195,0
18196,0
18197,0
18198,0
18199,0
18200,0
18201,0
18202,1
18203,0
18204,0
18205,0
18206,0
18207,1
18208,0
18209,0
18210,0
18211,0
18212,0
18213,1
18214,1
18215,1
18216,0
18217,0
18218,1
18219,0
18220,0
18221,0
18222,0
18223,1
18224,1
18225,0
18226,0
18227,0
18228,0
18229,1
18230,0
18231,0
18232,0
18233,0
18234,0
18235,0
18236,0
18237,1
18238,0
18239,0
18240,0
18241,0
18242,0
18243,1
18244,0
18245,0
18246,0
18247,0
18248,1
18249,0
18250,0
18251,0
18252,1
18253,0
18254,0
18255,1
18256,0
18257,0
18258,0
18259,0
18260,0
18261,0
18262,0
18263,0
18264,0
18265,0
18266,0
18267,0
18268,0
18269,0
18270,0
18271,0
18272,0
18273,0
18274,0
18275,0
18276,0
18277,0
18278,1
18279,0
18280,0
18281,1
18282,0
18283,0
18284,1
18285,1
18286,0
18287,1
18288,0
18289,0
18290,0
18291,0
18292,0
18293,0
18294,0
18295,0
18296,0
18297,0
18298,0
18299,0
18300,1
18301,1
18302,1
18303,0
18304,0
18305,0
18306,1
18307,1
18308,1
18309,0
18310,0
18311,0
18312,0
18313,0
18314,0
18315,1
18316,0
18317,0
18318,1
18319,0
18320,0
18321,0
18322,0
18323,0
18324,0
18325,0
18326,0
18327,1
18328,1
18329,0
18330,0
18331,1
18332,0
18333,0
18334,0
18335,0
18336,0
18337,0
18338,0
18339,0
18340,1
18341,0
18342,0
18343,0
18344,0
18345,0
18346,0
18347,0
18348,0
18349,0
18350,0
18351,0
18352,0
18353,0
18354,0
18355,1
18356,0
18357,0
18358,0
18359,0
18360,0
18361,1
18362,0
18363,0
18364,0
18365,1
18366,0
18367,0
18368,0
18369,0
18370,0
18371,1
18372,0
18373,0
18374,0
18375,0
18376,0
18377,0
18378,0
18379,0
18380,0
18381,0
18382,0
18383,0
18384,0
18385,0
18386,1
18387,0
18388,1
18389,0
18390,0
18391,1
18392,1
18393,1
18394,0
18395,0
18396,0
18397,0
18398,0
18399,0
18400,1
18401,0
18402,0
18403,0
18404,0
18405,0
18406,0
18407,1
18408,0
18409,0
18410,0
18411,0
18412,0
18413,0
18414,1
18415,1
18416,0
18417,0
18418,0
18419,1
18420,0
18421,0
18422,0
18423,0
18424,0
18425,0
18426,0
18427,0
18428,1
18429,0
18430,0
18431,0
18432,0
18433,0
18434,0
18435,0
18436,0
18437,0
18438,0
18439,0
18440,0
18441,0
18442,0
18443,0
18444,0
18445,1
18446,0
18447,0
18448,0
18449,1
18450,1
18451,1
18452,0
18453,0
18454,0
18455,1
18456,0
18457,0
18458,0
18459,0
18460,0
18461,0
18462,1
18463,0
18464,0
18465,0
18466,0
18467,0
18468,0
18469,0
18470,0
18471,0
18472,0
18473,1
18474,0
18475,0
18476,1
18477,0
18478,1
18479,0
18480,0
18481,0
18482,0
18483,1
18484,0
18485,0
18486,0
18487,0
18488,0
18489,0
18490,0
18491,0
18492,0
18493,1
18494,0
18495,1
18496,0
18497,1
18498,0
18499,1
18500,0
18501,0
18502,0
18503,0
18504,0
18505,1
18506,1
18507,0
18508,1
18509,0
18510,0
18511,0
18512,0
18513,0
18514,0
18515,0
18516,0
18517,0
18518,0
18519,0
18520,0
18521,1
18522,0
18523,0
18524,0
18525,0
18526,1
18527,0
18528,0
18529,0
18530,0
18531,1
18532,1
18533,0
18534,0
18535,1
18536,0
18537,0
18538,0
18539,0
18540,1
18541,0
18542,0
18543,0
18544,0
18545,0
18546,0
18547,0
18548,0
18549,0
18550,1
18551,0
18552,1
18553,0
18554,1
18555,0
18556,0
18557,0
18558,0
18559,1
18560,0
18561,1
18562,0
18563,0
18564,0
18565,1
18566,1
18567,1
18568,1
18569,0
18570,0
18571,0
18572,0
18573,1
18574,0
18575,0
18576,1
18577,0
18578,0
18579,0
18580,1
18581,1
18582,0
18583,0
18584,1
18585,0
18586,0
18587,0
18588,1
18589,0
18590,1
18591,1
18592,1
18593,0
18594,0
18595,0
18596,0
18597,1
18598,0
18599,0
18600,0
18601,0
18602,0
18603,0
18604,0
18605,0
18606,0
18607,0
18608,0
18609,1
18610,1
18611,0
18612,0
18613,1
18614,0
18615,1
18616,0
18617,0
18618,0
18619,0
18620,1
18621,0
18622,1
18623,0
18624,0
18625,0
18626,0
18627,0
18628,0
18629,0
18630,0
18631,1
18632,1
18633,1
18634,0
18635,0
18636,0
18637,1
18638,0
18639,1
18640,0
18641,0
18642,0
18643,0
18644,0
18645,0
18646,0
18647,1
18648,0
18649,1
18650,1
18651,0
18652,0
18653,0
18654,0
18655,0
18656,0
18657,0
18658,1
18659,0
18660,0
18661,0
18662,0
18663,0
18664,0
18665,0
18666,0
18667,0
18668,0
18669,0
18670,0
18671,0
18672,0
18673,0
18674,0
18675,1
18676,0
18677,0
18678,0
18679,0
18680,0
18681,0
18682,0
18683,1
18684,0
18685,0
18686,0
18687,0
18688,1
18689,1
18690,0
18691,0
18692,0
18693,0
18694,0
18695,0
18696,0
18697,0
18698,0
18699,0
18700,1
18701,0
18702,0
18703,0
18704,0
18705,1
18706,0
18707,0
18708,0
18709,0
18710,0
18711,1
18712,0
18713,0
18714,0
18715,1
18716,0
18717,0
18718,0
18719,1
18720,0
18721,1
18722,0
18723,0
18724,0
18725,1
18726,0
18727,0
18728,1
18729,0
18730,0
18731,0
18732,0
18733,0
18734,0
18735,0
18736,1
18737,0
18738,0
18739,1
18740,0
18741,0
18742,0
18743,0
18744,0
18745,1
18746,1
18747,1
18748,0
18749,0
18750,0
18751,0
18752,1
18753,1
18754,0
18755,0
18756,0
18757,0
18758,0
18759,0
18760,0
18761,1
18762,0
18763,0
18764,0
18765,1
18766,0
18767,1
18768,0
18769,0
18770,1
18771,0
18772,1
18773,0
18774,0
18775,1
18776,0
18777,1
18778,0
18779,1
18780,1
18781,1
18782,1
18783,0
18784,0
18785,0
18786,0
18787,0
18788,0
18789,0
18790,0
18791,0
18792,0
18793,0
18794,0
18795,0
18796,0
18797,0
18798,0
18799,1
18800,1
18801,1
18802,0
18803,0
18804,0
18805,0
18806,1
18807,0
18808,0
18809,0
18810,0
18811,0
18812,1
18813,0
18814,0
18815,1
18816,0
18817,0
18818,0
18819,1
18820,0
18821,0
18822,0
18823,0
18824,0
18825,0
18826,1
18827,0
18828,1
18829,1
18830,1
18831,0
18832,1
18833,1
18834,0
18835,1
18836,0
18837,1
18838,0
18839,0
18840,1
18841,0
18842,0
18843,1
18844,0
18845,0
18846,0
18847,0
18848,0
18849,1
18850,0
18851,1
18852,1
18853,0
18854,1
18855,0
18856,0
18857,1
18858,0
18859,0
18860,0
18861,1
18862,0
18863,0
18864,1
18865,1
18866,0
18867,0
18868,1
18869,0
18870,0
18871,0
18872,0
18873,0
18874,0
18875,0
18876,1
18877,0
18878,0
18879,0
18880,0
18881,0
18882,0
18883,0
18884,1
18885,0
18886,0
18887,0
18888,0
18889,0
18890,0
18891,0
18892,0
18893,0
18894,0
18895,0
18896,0
18897,0
18898,0
18899,0
18900,0
18901,0
18902,0
18903,0
18904,0
18905,0
18906,0
18907,0
18908,0
18909,0
18910,0
18911,1
18912,0
18913,0
18914,1
18915,0
18916,0
18917,1
18918,0
18919,0
18920,0
18921,1
18922,1
18923,1
18924,0
18925,0
18926,0
18927,0
18928,0
18929,0
18930,0
18931,0
